Sample.Name,Wavelength,Genotype,Mean
971145,X2192.238952,X97,-0.050302966218487406
971145,X2198.802538,X97,-0.06391514310655028
971145,X2205.405546,X97,-0.07673842288461538
971145,X2212.048331,X97,-0.08670642478399032
971145,X2218.731253,X97,-0.09173226499407464
971145,X2225.454678,X97,-0.09018132001131207
971145,X2232.218975,X97,-0.08150378391079513
971145,X2239.024517,X97,-0.06640761255548368
971145,X2245.871684,X97,-0.04683760987987526
971145,X2252.760858,X97,-0.025571097440206806
971145,X2259.692427,X97,-0.005601563099009036
971145,X2266.666783,X97,0.010537401043417403
971145,X2273.684324,X97,0.021314319773755634
971145,X2280.745452,X97,0.026449514531889855
971145,X2287.850574,X97,0.02681170269553966
971145,X2295.000104,X97,0.024022608018207308
971145,X2302.194458,X97,0.0199199694521654
971145,X2309.43406,X97,0.016050664265783384
971145,X2316.719338,X97,0.013318648817603803
971145,X2324.050724,X97,0.011861707738095254
971145,X2331.42866,X97,0.011121638916020093
971145,X2338.853588,X97,0.01030589867663237
971145,X2346.32596,X97,0.008689671237448841
971145,X2353.846232,X97,0.005871877746229333
971145,X2361.414866,X97,0.0018859567606118823
971145,X2369.03233,X97,-0.0028364969389139223
971145,X2376.699097,X97,-0.007602880799019602
971145,X2384.415649,X97,-0.011633799508510966
971145,X2392.182471,X97,-0.014221724529681198
971145,X2400.000057,X97,-0.014847617305591197
971145,X2407.868906,X97,-0.013249079911764548
971145,X2415.789523,X97,-0.009404654409717494
971145,X2423.762422,X97,-0.003637997733624101
971145,X2431.788122,X97,0.0035162931877292924
971145,X2439.867148,X97,0.01141054451540627
971145,X2448.000034,X97,0.019359574506087218
971145,X2456.187321,X97,0.026705241355580646
971145,X2464.429556,X97,0.03285258026524457
971145,X2472.727295,X97,0.037293913751185064
971145,X2481.081099,X97,0.03964477553016592
971145,X2489.491539,X97,0.039697220511689245
971145,X2497.959193,X97,0.03969722051168921
971145,X2506.484647,X97,0.03969722051168921
971145,X2515.068494,X97,0.03969722051168921
971145,X2523.711336,X97,0.03969722051168921
971145,X2532.413785,X97,0.03969722051168921
971145,X2541.176458,X97,0.03969722051168921
971145,X2549.999982,X97,0.03969722051168921
971316,X1350.000323,X97,-0.07823979730122826
971316,X1352.48651,X97,-0.07823979730122826
971316,X1354.981872,X97,-0.07823979730122826
971316,X1357.486459,X97,-0.07823979730122826
971316,X1360.000322,X97,-0.07823979730122826
971316,X1362.523513,X97,-0.07823979730122826
971316,X1365.056084,X97,-0.07823979730122826
971316,X1367.598087,X97,-0.07823979730122874
971316,X1370.149576,X97,-0.09848967572182749
971316,X1372.710602,X97,-0.11719276942792538
971316,X1375.28122,X97,-0.1316737172915323
971316,X1377.861485,X97,-0.13888865293902208
971316,X1380.451449,X97,-0.1359472044042235
971316,X1383.051169,X97,-0.12110256808661966
971316,X1385.660698,X97,-0.09460498926901563
971316,X1388.280094,X97,-0.05895690664458142
971316,X1390.909412,X97,-0.01821184094430132
971316,X1393.548708,X97,0.02303502755440579
971316,X1396.198039,X97,0.060656647415965846
971316,X1398.857463,X97,0.09171452052251625
971316,X1401.527038,X97,0.11470997095453535
971316,X1404.206821,X97,0.12942139451949997
971316,X1406.896872,X97,0.1366008367377721
971316,X1409.597249,X97,0.13748978139948287
971316,X1412.308012,X97,0.13342045664996757
971316,X1415.029221,X97,0.12580944068896774
971316,X1417.760937,X97,0.11614498660848949
971316,X1420.50322,X97,0.10569945832148232
971316,X1423.256133,X97,0.09538707790077569
971316,X1426.019736,X97,0.08570375804567976
971316,X1428.794093,X97,0.07673886580478344
971316,X1431.579266,X97,0.06829634494397763
971316,X1434.375318,X97,0.06010983084356826
971316,X1437.182314,X97,0.05208263229961219
971316,X1440.000318,X97,0.04439866191338092
971316,X1442.829394,X97,0.03755900376104283
971316,X1445.669608,X97,0.03221946636446882
971316,X1448.521027,X97,0.028758032350786337
