Sample.Name,Wavelength,Genotype,Mean
971542,X1454.257742,X97,19.22948068
971542,X1457.143173,X97,19.28642657
971542,X1460.040077,X97,19.37228075
971542,X1462.948523,X97,19.4799962
971542,X1465.868579,X97,19.6091523
971542,X1468.800315,X97,19.76382643
971542,X1471.743802,X97,19.94914779
971542,X1474.69911,X97,20.1671422
971542,X1477.66631,X97,20.41498079
971542,X1480.645475,X97,20.68692863
971542,X1483.636678,X97,20.97929329
971542,X1486.63999,X97,21.29476705
971542,X1489.655486,X97,21.64311693
971542,X1492.68324,X97,22.04016352
971542,X1495.723327,X97,22.48605313
971542,X1498.775823,X97,22.97169796
971542,X1501.840803,X97,23.47671981
971542,X1504.918345,X97,23.97697802
971542,X1508.008525,X97,24.45465282
971542,X1511.111422,X97,24.90537768
971542,X1514.227115,X97,25.33819117
971542,X1517.355682,X97,25.76823122
971542,X1520.497205,X97,26.20640788
971542,X1523.651762,X97,26.65198806
971542,X1526.819436,X97,27.09182859
971542,X1530.000309,X97,27.50739323
971542,X1533.194463,X97,27.88983709
971542,X1536.401982,X97,28.24503528
971542,X1539.62295,X97,28.59148606
971542,X1542.857451,X97,28.95109497
971542,X1546.105571,X97,29.33779284
971542,X1549.367396,X97,29.75024085
971542,X1552.643013,X97,30.1728064
971542,X1555.93251,X97,30.5842541
971542,X1559.235975,X97,30.96945666
971542,X1562.553497,X97,31.32720243
971542,X1565.885166,X97,31.67111677
971542,X1569.231074,X97,32.01888596
971542,X1572.591311,X97,32.37930984
971542,X1575.965969,X97,32.74812291
971542,X1579.355142,X97,33.11122692
971542,X1582.758923,X97,33.45438872
971542,X1586.177408,X97,33.77362399
971542,X1589.610691,X97,34.07968668
971542,X1593.05887,X97,34.39356353
971542,X1596.52204,X97,34.73489934
971542,X1600.0003,X97,35.10982801
971542,X1603.49375,X97,35.50489553
971542,X1607.002488,X97,35.88715954
971542,X1610.526615,X97,36.22556229
971542,X1614.066232,X97,36.50439851
971542,X1617.621443,X97,36.72954737
971542,X1621.19235,X97,36.92490273
971542,X1624.779058,X97,37.1204802
971542,X1628.381671,X97,37.3382884
971542,X1632.000296,X97,37.58278122
971542,X1635.635039,X97,37.8399238
971542,X1639.286009,X97,38.0845788
971542,X1642.953314,X97,38.29153258
971542,X1646.637065,X97,38.44015061
971542,X1650.337371,X97,38.52927769
971542,X1654.054346,X97,38.56229034
971542,X1657.788102,X97,38.54365494
971542,X1661.538753,X97,38.47561806
971542,X1665.306413,X97,38.35861574
971542,X1669.091199,X97,38.19415647
971542,X1672.893228,X97,37.98737971
971542,X1676.712617,X97,37.74696004
971542,X1680.549487,X97,37.48232532
971542,X1684.403957,X97,37.20053269
971542,X1688.276149,X97,36.90527105
971542,X1692.166184,X97,36.59992678
971542,X1696.074188,X97,36.29425816
971542,X1700.000284,X97,36.0037002
971542,X1703.944599,X97,35.74756602
971542,X1707.90726,X97,35.54238561
971542,X1711.888394,X97,35.39471306
971542,X1715.888132,X97,35.29726151
971542,X1719.906604,X97,35.2304936
971542,X1723.943942,X97,35.16924908
971542,X1728.000279,X97,35.09151012
971542,X1732.07575,X97,34.98523961
971542,X1736.17049,X97,34.84945462
971542,X1740.284637,X97,34.69154233
971542,X1744.418328,X97,34.52071199
971542,X1748.571704,X97,34.3400868
971542,X1752.744904,X97,34.14938618
971542,X1756.938072,X97,33.95030894
971542,X1761.151352,X97,33.75230609
971542,X1765.384887,X97,33.57447991
971542,X1769.638825,X97,33.44155881
971542,X1773.913313,X97,33.37553498
971542,X1778.208501,X97,33.38696239
971542,X1782.52454,X97,33.47054319
971542,X1786.861581,X97,33.60819506
971542,X1791.219778,X97,33.77472363
971542,X1795.599287,X97,33.94973646
971542,X1800.000264,X97,34.12654353
971542,X1804.422868,X97,34.3067443
971542,X1808.867257,X97,34.49191043
971542,X1813.333595,X97,34.67504141
971542,X1817.822042,X97,34.83716696
971542,X1822.332765,X97,34.95140807
971542,X1826.86593,X97,34.992155
971542,X1831.421703,X97,34.94298705
971542,X1836.000256,X97,34.79650344
971542,X1840.601759,X97,34.54094259
971542,X1845.226384,X97,34.1367827
971542,X1849.874308,X97,33.52170176
971542,X1854.545706,X97,32.59785947
971542,X1859.240757,X97,31.26244476
971542,X1863.95964,X97,29.44466112
971542,X1868.702538,X97,27.14068269
971542,X1873.469635,X97,24.43087918
971542,X1878.261115,X97,21.47179528
971542,X1883.077167,X97,18.46714353
971542,X1887.917981,X97,15.62904463
971542,X1892.783747,X97,13.13995719
971542,X1897.674659,X97,11.12317436
971542,X1902.590913,X97,9.654499954
971542,X1907.532705,X97,8.655731585
971542,X1912.500237,X97,8.032150153
971542,X1917.493708,X97,7.674634608
971542,X1922.513323,X97,7.491116705
971542,X1927.559288,X97,7.423042938
971542,X1932.63181,X97,7.444249413
971542,X1937.7311,X97,7.548159956
971542,X1942.857371,X97,7.732368816
971542,X1948.010837,X97,7.988242367
971542,X1953.191715,X97,8.29906255
971542,X1958.400224,X97,8.645294191
971542,X1963.636586,X97,9.013182386
971542,X1968.901025,X97,9.396728764
971542,X1974.193768,X97,9.798403308
971542,X1979.515043,X97,10.22266144
971542,X1984.865081,X97,10.66983794
971542,X1990.244117,X97,11.13381976
971542,X1995.652387,X97,11.60366786
971542,X2001.09013,X97,12.06762838
971542,X2006.557587,X97,12.51684015
971542,X2012.055002,X97,12.94663944
971542,X2017.582624,X97,13.35519113
971542,X2023.1407,X97,13.74091915
971542,X2028.729484,X97,14.10031654
971542,X2034.349231,X97,14.42796852
971542,X2040.000199,X97,14.72241993
971542,X2045.682649,X97,14.98523828
971542,X2051.396843,X97,15.22282537
971542,X2057.143051,X97,15.44485268
971542,X2062.92154,X97,15.66121136
971542,X2068.732584,X97,15.87897062
971542,X2074.576459,X97,16.10067909
971542,X2080.453444,X97,16.32461253
971542,X2086.36382,X97,16.54652788
971542,X2092.307874,X97,16.76189178
971542,X2098.285894,X97,16.96764169
971542,X2104.298172,X97,17.16288195
971542,X2110.345003,X97,17.35040365
971542,X2116.426686,X97,17.53601051
971542,X2122.543524,X97,17.72812186
971542,X2128.695821,X97,17.93689865
971542,X2134.883888,X97,18.17196668
971542,X2141.108036,X97,18.43920877
971542,X2147.368583,X97,18.73777809
971542,X2153.665849,X97,19.0589267
971542,X2160.000158,X97,19.38776988
971542,X2166.371837,X97,19.7078581
971542,X2172.781218,X97,20.00676079
971542,X2179.228637,X97,20.27966388
971542,X2185.714434,X97,20.52722965
971542,X2192.238952,X97,20.75276417
971542,X2198.802538,X97,20.94877697
971542,X2205.405546,X97,21.0925472
971542,X2212.048331,X97,21.14717267
971542,X2218.731253,X97,21.07069892
971542,X2225.454678,X97,20.83077653
971542,X2232.218975,X97,20.41860052
971542,X2239.024517,X97,19.85573028
971542,X2245.871684,X97,19.19076474
971542,X2252.760858,X97,18.48747814
971542,X2259.692427,X97,17.80896194
971542,X2266.666783,X97,17.20352507
971542,X2273.684324,X97,16.697753
971542,X2280.745452,X97,16.27893048
971542,X2287.850574,X97,15.92115509
971542,X2295.000104,X97,15.59346615
971542,X2302.194458,X97,15.27127608
971542,X2309.43406,X97,14.94273415
971542,X2316.719338,X97,14.60884346
971542,X2324.050724,X97,14.27879662
971542,X2331.42866,X97,13.96340518
971542,X2338.853588,X97,13.66950328
971542,X2346.32596,X97,13.39731386
971542,X2353.846232,X97,13.14113013
971542,X2361.414866,X97,12.89207703
971542,X2369.03233,X97,12.64061893
971542,X2376.699097,X97,12.3793957
971542,X2384.415649,X97,12.10306067
971542,X2392.182471,X97,11.80704541
971542,X2400.000057,X97,11.48691493
971542,X2407.868906,X97,11.13862834
971542,X2415.789523,X97,10.75980655
971542,X2423.762422,X97,10.35155603
971542,X2431.788122,X97,9.920125682
971542,X2439.867148,X97,9.477577648
971542,X2448.000034,X97,9.040731717
971542,X2456.187321,X97,8.628106284
971542,X2464.429556,X97,8.255856551
971542,X2472.727295,X97,7.937446575
971542,X2481.081099,X97,7.67193943
971542,X2489.491539,X97,7.457183248
971542,X2497.959193,X97,7.290002973
971542,X2506.484647,X97,7.168160334
971542,X2515.068494,X97,7.089894841
971542,X2523.711336,X97,7.051625508
971542,X2532.413785,X97,7.045742463
971542,X2541.176458,X97,7.060438902
971542,X2549.999982,X97,7.081897235
97168,X1350.000323,X97,51.94139236
97168,X1352.48651,X97,51.55612791
97168,X1354.981872,X97,51.13790682
97168,X1357.486459,X97,50.6061785
97168,X1360.000322,X97,49.95706132
97168,X1362.523513,X97,49.25613974
97168,X1365.056084,X97,48.58912473
97168,X1367.598087,X97,48.00151146
97168,X1370.149576,X97,47.4439705
97168,X1372.710602,X97,46.79316721
97168,X1375.28122,X97,45.90781583
97168,X1377.861485,X97,44.6886307
97168,X1380.451449,X97,43.12043481
97168,X1383.051169,X97,41.27169283
97168,X1385.660698,X97,39.25477777
97168,X1388.280094,X97,37.17490649
97168,X1390.909412,X97,35.09726826
97168,X1393.548708,X97,33.04525397
97168,X1396.198039,X97,31.0231054
97168,X1398.857463,X97,29.05199492
97168,X1401.527038,X97,27.18330858
97168,X1404.206821,X97,25.48773436
97168,X1406.896872,X97,24.0297144
97168,X1409.597249,X97,22.84108007
97168,X1412.308012,X97,21.90805499
97168,X1415.029221,X97,21.17710411
97168,X1417.760937,X97,20.57637636
97168,X1420.50322,X97,20.0429975
97168,X1423.256133,X97,19.54386156
97168,X1426.019736,X97,19.08194276
97168,X1428.794093,X97,18.68352673
97168,X1431.579266,X97,18.36983486
97168,X1434.375318,X97,18.14409506
97168,X1437.182314,X97,17.9889907
97168,X1440.000318,X97,17.87676452
97168,X1442.829394,X97,17.78414245
97168,X1445.669608,X97,17.70304522
97168,X1448.521027,X97,17.64169223
97168,X1451.383716,X97,17.61732235
97168,X1454.257742,X97,17.64543487
97168,X1457.143173,X97,17.73247582
97168,X1460.040077,X97,17.87051707
97168,X1462.948523,X97,18.04020857
97168,X1465.868579,X97,18.22830172
97168,X1468.800315,X97,18.43101127
97168,X1471.743802,X97,18.65413446
97168,X1474.69911,X97,18.90778843
97168,X1477.66631,X97,19.19995538
97168,X1480.645475,X97,19.53250673
97168,X1483.636678,X97,19.90121863
97168,X1486.63999,X97,20.29879366
97168,X1489.655486,X97,20.71875118
97168,X1492.68324,X97,21.1591445
97168,X1495.723327,X97,21.61457034
97168,X1498.775823,X97,22.08038148
97168,X1501.840803,X97,22.54922841
97168,X1504.918345,X97,23.01305314
97168,X1508.008525,X97,23.46690709
97168,X1511.111422,X97,23.91188466
97168,X1514.227115,X97,24.354744
97168,X1517.355682,X97,24.80366746
97168,X1520.497205,X97,25.26248401
97168,X1523.651762,X97,25.72694973
97168,X1526.819436,X97,26.1857805
97168,X1530.000309,X97,26.62660667
97168,X1533.194463,X97,27.04712566
97168,X1536.401982,X97,27.45738752
97168,X1539.62295,X97,27.87562312
97168,X1542.857451,X97,28.31843075
97168,X1546.105571,X97,28.79037784
97168,X1549.367396,X97,29.27899472
97168,X1552.643013,X97,29.7585967
97168,X1555.93251,X97,30.20180181
97168,X1559.235975,X97,30.59327926
97168,X1562.553497,X97,30.93808146
97168,X1565.885166,X97,31.26232982
97168,X1569.231074,X97,31.59809313
97168,X1572.591311,X97,31.96413387
97168,X1575.965969,X97,32.35939324
97168,X1579.355142,X97,32.76512043
97168,X1582.758923,X97,33.15633145
97168,X1586.177408,X97,33.51650827
97168,X1589.610691,X97,33.84754799
97168,X1593.05887,X97,34.16925491
97168,X1596.52204,X97,34.50853041
97168,X1600.0003,X97,34.88428058
97168,X1603.49375,X97,35.29747774
97168,X1607.002488,X97,35.72333195
97168,X1610.526615,X97,36.12971802
97168,X1614.066232,X97,36.49355389
97168,X1617.621443,X97,36.81029525
97168,X1621.19235,X97,37.09431423
97168,X1624.779058,X97,37.36921107
97168,X1628.381671,X97,37.65347005
97168,X1632.000296,X97,37.94913984
97168,X1635.635039,X97,38.23945424
97168,X1639.286009,X97,38.49633942
97168,X1642.953314,X97,38.69382208
97168,X1646.637065,X97,38.81612638
97168,X1650.337371,X97,38.87900807
97168,X1654.054346,X97,38.90851421
97168,X1657.788102,X97,38.93387117
97168,X1661.538753,X97,38.97685957
97168,X1665.306413,X97,39.0456751
97168,X1669.091199,X97,39.13459803
97168,X1672.893228,X97,39.22837775
97168,X1676.712617,X97,39.30817488
97168,X1680.549487,X97,39.35620019
97168,X1684.403957,X97,39.35795933
97168,X1688.276149,X97,39.30215891
97168,X1692.166184,X97,39.18122048
97168,X1696.074188,X97,39.00279993
97168,X1700.000284,X97,38.78079937
97168,X1703.944599,X97,38.53761197
97168,X1707.90726,X97,38.29957921
97168,X1711.888394,X97,38.09022164
97168,X1715.888132,X97,37.92368754
97168,X1719.906604,X97,37.80106675
97168,X1723.943942,X97,37.71100696
97168,X1728.000279,X97,37.63406396
97168,X1732.07575,X97,37.54871656
97168,X1736.17049,X97,37.4354363
97168,X1740.284637,X97,37.27989079
97168,X1744.418328,X97,37.07891248
97168,X1748.571704,X97,36.83466265
97168,X1752.744904,X97,36.55678303
97168,X1756.938072,X97,36.2628835
97168,X1761.151352,X97,35.97754438
97168,X1765.384887,X97,35.72857226
97168,X1769.638825,X97,35.54077749
97168,X1773.913313,X97,35.42944224
97168,X1778.208501,X97,35.39603061
97168,X1782.52454,X97,35.42850285
97168,X1786.861581,X97,35.50703221
97168,X1791.219778,X97,35.61024313
97168,X1795.599287,X97,35.72400326
97168,X1800.000264,X97,35.84581447
97168,X1804.422868,X97,35.97816947
97168,X1808.867257,X97,36.12092647
97168,X1813.333595,X97,36.26511727
97168,X1817.822042,X97,36.39184184
97168,X1822.332765,X97,36.47687695
97168,X1826.86593,X97,36.49788056
97168,X1831.421703,X97,36.43874594
97168,X1836.000256,X97,36.28638458
97168,X1840.601759,X97,36.01654123
97168,X1845.226384,X97,35.57245775
97168,X1849.874308,X97,34.88118981
97168,X1854.545706,X97,33.84385543
97168,X1859.240757,X97,32.36908432
97168,X1863.95964,X97,30.40713678
97168,X1868.702538,X97,27.97752971
97168,X1873.469635,X97,25.17815144
97168,X1878.261115,X97,22.17255816
97168,X1883.077167,X97,19.16140639
97168,X1887.917981,X97,16.34772176
97168,X1892.783747,X97,13.90346943
97168,X1897.674659,X97,11.94324481
97168,X1902.590913,X97,10.5378305
97168,X1907.532705,X97,9.604726424
97168,X1912.500237,X97,9.047432319
97168,X1917.493708,X97,8.753853324
97168,X1922.513323,X97,8.627417341
97168,X1927.559288,X97,8.604908985
97168,X1932.63181,X97,8.657320725
97168,X1937.7311,X97,8.778394993
97168,X1942.857371,X97,8.969166475
97168,X1948.010837,X97,9.22604931
97168,X1953.191715,X97,9.536758433
97168,X1958.400224,X97,9.883773447
97168,X1963.636586,X97,10.25243148
97168,X1968.901025,X97,10.63405394
97168,X1974.193768,X97,11.0295305
97168,X1979.515043,X97,11.44435032
97168,X1984.865081,X97,11.88247772
97168,X1990.244117,X97,12.3423743
97168,X1995.652387,X97,12.81623777
97168,X2001.09013,X97,13.29218982
97168,X2006.557587,X97,13.75779078
97168,X2012.055002,X97,14.20300601
97168,X2017.582624,X97,14.6217027
97168,X2023.1407,X97,15.01175982
97168,X2028.729484,X97,15.37400164
97168,X2034.349231,X97,15.71144368
97168,X2040.000199,X97,16.02966024
97168,X2045.682649,X97,16.33286089
97168,X2051.396843,X97,16.62416183
97168,X2057.143051,X97,16.90518387
97168,X2062.92154,X97,17.17640978
97168,X2068.732584,X97,17.43823638
97168,X2074.576459,X97,17.6921223
97168,X2080.453444,X97,17.94099944
97168,X2086.36382,X97,18.18840754
97168,X2092.307874,X97,18.43658251
97168,X2098.285894,X97,18.68465501
97168,X2104.298172,X97,18.92801967
97168,X2110.345003,X97,19.16079376
97168,X2116.426686,X97,19.38106774
97168,X2122.543524,X97,19.59403312
97168,X2128.695821,X97,19.81256153
97168,X2134.883888,X97,20.05355476
97168,X2141.108036,X97,20.33114862
97168,X2147.368583,X97,20.64982131
97168,X2153.665849,X97,21.00093481
97168,X2160.000158,X97,21.36488378
97168,X2166.371837,X97,21.71839185
97168,X2172.781218,X97,22.04376709
97168,X2179.228637,X97,22.33533243
97168,X2185.714434,X97,22.59823802
97168,X2192.238952,X97,22.84411226
97168,X2198.802538,X97,23.07284979
97168,X2205.405546,X97,23.26600129
97168,X2212.048331,X97,23.38684702
97168,X2218.731253,X97,23.39044088
97168,X2225.454678,X97,23.24027608
97168,X2232.218975,X97,22.92408921
97168,X2239.024517,X97,22.46128469
97168,X2245.871684,X97,21.89866095
97168,X2252.760858,X97,21.29676897
97168,X2259.692427,X97,20.71263412
97168,X2266.666783,X97,20.1855769
97168,X2273.684324,X97,19.73100969
97168,X2280.745452,X97,19.3309352
97168,X2287.850574,X97,18.95916179
97168,X2295.000104,X97,18.59048993
97168,X2302.194458,X97,18.20986086
97168,X2309.43406,X97,17.81498943
97168,X2316.719338,X97,17.4131083
97168,X2324.050724,X97,17.01483845
97168,X2331.42866,X97,16.62869448
97168,X2338.853588,X97,16.25842308
97168,X2346.32596,X97,15.90355399
97168,X2353.846232,X97,15.5617863
97168,X2361.414866,X97,15.2312393
97168,X2369.03233,X97,14.91108616
97168,X2376.699097,X97,14.59829074
97168,X2384.415649,X97,14.28703705
97168,X2392.182471,X97,13.96737693
97168,X2400.000057,X97,13.62686277
97168,X2407.868906,X97,13.25416447
97168,X2415.789523,X97,12.84313709
97168,X2423.762422,X97,12.39559082
97168,X2431.788122,X97,11.92183305
97168,X2439.867148,X97,11.43888861
97168,X2448.000034,X97,10.96688228
97168,X2456.187321,X97,10.52447026
97168,X2464.429556,X97,10.12506469
97168,X2472.727295,X97,9.778299488
97168,X2481.081099,X97,9.481453406
97168,X2489.491539,X97,9.2340612
97168,X2497.959193,X97,9.037287839
97168,X2506.484647,X97,8.893761615
97168,X2515.068494,X97,8.804445707
97168,X2523.711336,X97,8.764423421
97168,X2532.413785,X97,8.760690173
97168,X2541.176458,X97,8.774004949
97168,X2549.999982,X97,8.783925883
971721,X1350.000323,X97,39.49869771
971721,X1352.48651,X97,39.02971779
971721,X1354.981872,X97,38.66760202
971721,X1357.486459,X97,38.35258573
971721,X1360.000322,X97,38.02875168
971721,X1362.523513,X97,37.67087675
971721,X1365.056084,X97,37.28801996
971721,X1367.598087,X97,36.90176951
971721,X1370.149576,X97,36.51221355
971721,X1372.710602,X97,36.07720811
971721,X1375.28122,X97,35.52401488
971721,X1377.861485,X97,34.77861624
971721,X1380.451449,X97,33.7980313
971721,X1383.051169,X97,32.58803937
971721,X1385.660698,X97,31.19744724
971721,X1388.280094,X97,29.69435212
971721,X1390.909412,X97,28.14048329
971721,X1393.548708,X97,26.57816262
971721,X1396.198039,X97,25.0342738
971721,X1398.857463,X97,23.54014109
971721,X1401.527038,X97,22.13742672
971721,X1404.206821,X97,20.87481293
971721,X1406.896872,X97,19.79027842
971721,X1409.597249,X97,18.89172489
971721,X1412.308012,X97,18.15106946
971721,X1415.029221,X97,17.51686212
971721,X1417.760937,X97,16.93867008
971721,X1420.50322,X97,16.39102687
971721,X1423.256133,X97,15.88529648
971721,X1426.019736,X97,15.46741722
971721,X1428.794093,X97,15.18682588
971721,X1431.579266,X97,15.05528603
971721,X1434.375318,X97,15.04270574
971721,X1437.182314,X97,15.08234329
971721,X1440.000318,X97,15.09777059
971721,X1442.829394,X97,15.03564058
971721,X1445.669608,X97,14.88787408
971721,X1448.521027,X97,14.6918254
971721,X1451.383716,X97,14.50950893
971721,X1454.257742,X97,14.39825799
971721,X1457.143173,X97,14.39059075
971721,X1460.040077,X97,14.48214833
971721,X1462.948523,X97,14.6357516
971721,X1465.868579,X97,14.81612093
971721,X1468.800315,X97,15.0006775
971721,X1471.743802,X97,15.18556907
971721,X1474.69911,X97,15.3795997
971721,X1477.66631,X97,15.59201124
971721,X1480.645475,X97,15.82357768
971721,X1483.636678,X97,16.06675609
971721,X1486.63999,X97,16.31284128
971721,X1489.655486,X97,16.56019978
971721,X1492.68324,X97,16.8200062
971721,X1495.723327,X97,17.10700159
971721,X1498.775823,X97,17.43212741
971721,X1501.840803,X97,17.79385211
971721,X1504.918345,X97,18.17699879
971721,X1508.008525,X97,18.55953588
971721,X1511.111422,X97,18.92344172
971721,X1514.227115,X97,19.26275553
971721,X1517.355682,X97,19.58425668
971721,X1520.497205,X97,19.90051401
971721,X1523.651762,X97,20.21990231
971721,X1526.819436,X97,20.53984031
971721,X1530.000309,X97,20.84607694
971721,X1533.194463,X97,21.12588924
971721,X1536.401982,X97,21.37816324
971721,X1539.62295,X97,21.6171489
971721,X1542.857451,X97,21.86722875
971721,X1546.105571,X97,22.15072157
971721,X1549.367396,X97,22.47560729
971721,X1552.643013,X97,22.82986238
971721,X1555.93251,X97,23.18592875
971721,X1559.235975,X97,23.51352665
971721,X1562.553497,X97,23.79351046
971721,X1565.885166,X97,24.02812473
971721,X1569.231074,X97,24.24271695
971721,X1572.591311,X97,24.46477948
971721,X1575.965969,X97,24.71273949
971721,X1579.355142,X97,24.98869941
971721,X1582.758923,X97,25.28082063
971721,X1586.177408,X97,25.57280476
971721,X1589.610691,X97,25.85473504
971721,X1593.05887,X97,26.12859311
971721,X1596.52204,X97,26.40562693
971721,X1600.0003,X97,26.69771882
971721,X1603.49375,X97,27.0087846
971721,X1607.002488,X97,27.32651205
971721,X1610.526615,X97,27.63118008
971721,X1614.066232,X97,27.9066174
971721,X1617.621443,X97,28.14826611
971721,X1621.19235,X97,28.36536836
971721,X1624.779058,X97,28.57542416
971721,X1628.381671,X97,28.79382186
971721,X1632.000296,X97,29.02443716
971721,X1635.635039,X97,29.25664518
971721,X1639.286009,X97,29.47031295
971721,X1642.953314,X97,29.64580766
971721,X1646.637065,X97,29.77030336
971721,X1650.337371,X97,29.85239632
971721,X1654.054346,X97,29.90717487
971721,X1657.788102,X97,29.95019195
971721,X1661.538753,X97,29.99001018
971721,X1665.306413,X97,30.02547241
971721,X1669.091199,X97,30.04849741
971721,X1672.893228,X97,30.05006531
971721,X1676.712617,X97,30.02541649
971721,X1680.549487,X97,29.97550564
971721,X1684.403957,X97,29.90443075
971721,X1688.276149,X97,29.81479999
971721,X1692.166184,X97,29.70443262
971721,X1696.074188,X97,29.57102791
971721,X1700.000284,X97,29.41428797
971721,X1703.944599,X97,29.24124973
971721,X1707.90726,X97,29.06648575
971721,X1711.888394,X97,28.90752845
971721,X1715.888132,X97,28.77762092
971721,X1719.906604,X97,28.67958425
971721,X1723.943942,X97,28.60411255
971721,X1728.000279,X97,28.53354314
971721,X1732.07575,X97,28.4492348
971721,X1736.17049,X97,28.33815607
971721,X1740.284637,X97,28.19784616
971721,X1744.418328,X97,28.03718279
971721,X1748.571704,X97,27.86615484
971721,X1752.744904,X97,27.69273294
971721,X1756.938072,X97,27.52146907
971721,X1761.151352,X97,27.35564067
971721,X1765.384887,X97,27.20074659
971721,X1769.638825,X97,27.0666154
971721,X1773.913313,X97,26.96625445
971721,X1778.208501,X97,26.91158124
971721,X1782.52454,X97,26.90850949
971721,X1786.861581,X97,26.95481481
971721,X1791.219778,X97,27.03863727
971721,X1795.599287,X97,27.142355
971721,X1800.000264,X97,27.25349166
971721,X1804.422868,X97,27.36510322
971721,X1808.867257,X97,27.47455575
971721,X1813.333595,X97,27.57950333
971721,X1817.822042,X97,27.6738638
971721,X1822.332765,X97,27.74635733
971721,X1826.86593,X97,27.7821936
971721,X1831.421703,X97,27.76589509
971721,X1836.000256,X97,27.68205031
971721,X1840.601759,X97,27.50943799
971721,X1845.226384,X97,27.20893116
971721,X1849.874308,X97,26.73412611
971721,X1854.545706,X97,26.01855808
971721,X1859.240757,X97,24.99504791
971721,X1863.95964,X97,23.61850288
971721,X1868.702538,X97,21.88889019
971721,X1873.469635,X97,19.86425894
971721,X1878.261115,X97,17.6572705
971721,X1883.077167,X97,15.41605614
971721,X1887.917981,X97,13.29635367
971721,X1892.783747,X97,11.43278523
971721,X1897.674659,X97,9.916662654
971721,X1902.590913,X97,8.8047375
971721,X1907.532705,X97,8.041765815
971721,X1912.500237,X97,7.559962134
971721,X1917.493708,X97,7.280299359
971721,X1922.513323,X97,7.135233444
971721,X1927.559288,X97,7.081019447
971721,X1932.63181,X97,7.097380495
971721,X1937.7311,X97,7.178612607
971721,X1942.857371,X97,7.322613581
971721,X1948.010837,X97,7.523260715
971721,X1953.191715,X97,7.76860736
971721,X1958.400224,X97,8.044142491
971721,X1963.636586,X97,8.338730359
971721,X1968.901025,X97,8.64565476
971721,X1974.193768,X97,8.964183016
971721,X1979.515043,X97,9.295452448
971721,X1984.865081,X97,9.638585128
971721,X1990.244117,X97,9.989380722
971721,X1995.652387,X97,10.34144519
971721,X2001.09013,X97,10.68852935
971721,X2006.557587,X97,11.02636291
971721,X2012.055002,X97,11.35265082
971721,X2017.582624,X97,11.66541391
971721,X2023.1407,X97,11.96103905
971721,X2028.729484,X97,12.23313498
971721,X2034.349231,X97,12.47358932
971721,X2040.000199,X97,12.6797374
971721,X2045.682649,X97,12.8532875
971721,X2051.396843,X97,13.00170447
971721,X2057.143051,X97,13.1359936
971721,X2062.92154,X97,13.26716731
971721,X2068.732584,X97,13.40308003
971721,X2074.576459,X97,13.54693283
971721,X2080.453444,X97,13.69782157
971721,X2086.36382,X97,13.85266782
971721,X2092.307874,X97,14.00837471
971721,X2098.285894,X97,14.16319519
971721,X2104.298172,X97,14.31708136
971721,X2110.345003,X97,14.47130774
971721,X2116.426686,X97,14.62819736
971721,X2122.543524,X97,14.79150487
971721,X2128.695821,X97,14.96659544
971721,X2134.883888,X97,15.15971286
971721,X2141.108036,X97,15.37590574
971721,X2147.368583,X97,15.61623452
971721,X2153.665849,X97,15.8758253
971721,X2160.000158,X97,16.14409565
971721,X2166.371837,X97,16.40771122
971721,X2172.781218,X97,16.65529086
971721,X2179.228637,X97,16.88137566
971721,X2185.714434,X97,17.08640585
971721,X2192.238952,X97,17.27583534
971721,X2198.802538,X97,17.4483657
971721,X2205.405546,X97,17.59059054
971721,X2212.048331,X97,17.67553093
971721,X2218.731253,X97,17.66833616
971721,X2225.454678,X97,17.53818715
971721,X2232.218975,X97,17.27148976
971721,X2239.024517,X97,16.88034439
971721,X2245.871684,X97,16.40197528
971721,X2252.760858,X97,15.88911181
971721,X2259.692427,X97,15.39512083
971721,X2266.666783,X97,14.9600314
971721,X2273.684324,X97,14.60290885
971721,X2280.745452,X97,14.30834014
971721,X2287.850574,X97,14.04988431
971721,X2295.000104,X97,13.7992375
971721,X2302.194458,X97,13.53728636
971721,X2309.43406,X97,13.25923521
971721,X2316.719338,X97,12.97290512
971721,X2324.050724,X97,12.6922719
971721,X2331.42866,X97,12.42996336
971721,X2338.853588,X97,12.19189355
971721,X2346.32596,X97,11.97582356
971721,X2353.846232,X97,11.77364606
971721,X2361.414866,X97,11.57547245
971721,X2369.03233,X97,11.37286909
971721,X2376.699097,X97,11.16148678
971721,X2384.415649,X97,10.93910347
971721,X2392.182471,X97,10.70342818
971721,X2400.000057,X97,10.45082871
971721,X2407.868906,X97,10.17666708
971721,X2415.789523,X97,9.877107836
971721,X2423.762422,X97,9.551478791
971721,X2431.788122,X97,9.20410687
971721,X2439.867148,X97,8.844819929
971721,X2448.000034,X97,8.48792158
971721,X2456.187321,X97,8.149678735
971721,X2464.429556,X97,7.845064003
971721,X2472.727295,X97,7.587234169
971721,X2481.081099,X97,7.376220512
971721,X2489.491539,X97,7.209118737
971721,X2497.959193,X97,7.08017071
971721,X2506.484647,X97,6.983432658
971721,X2515.068494,X97,6.914291768
971721,X2523.711336,X97,6.869413597
971721,X2532.413785,X97,6.845661887
971721,X2541.176458,X97,6.83882382
971721,X2549.999982,X97,6.842975328
971747,X1350.000323,X97,41.26973017
971747,X1352.48651,X97,40.78880618
971747,X1354.981872,X97,40.24346192
