Sample.Name,Wavelength,Genotype,Mean
1211144,X2239.024517,X121,21.32069552
1211144,X2245.871684,X121,20.72570272
1211144,X2252.760858,X121,20.0983847
1211144,X2259.692427,X121,19.49198712
1211144,X2266.666783,X121,18.94647846
1211144,X2273.684324,X121,18.48285295
1211144,X2280.745452,X121,18.08908203
1211144,X2287.850574,X121,17.74216263
1211144,X2295.000104,X121,17.41509684
1211144,X2302.194458,X121,17.08657706
1211144,X2309.43406,X121,16.74649449
1211144,X2316.719338,X121,16.39630864
1211144,X2324.050724,X121,16.04533041
1211144,X2331.42866,X121,15.70515484
1211144,X2338.853588,X121,15.38453989
1211144,X2346.32596,X121,15.08650852
1211144,X2353.846232,X121,14.80818712
1211144,X2361.414866,X121,14.54266098
1211144,X2369.03233,X121,14.28093804
1211144,X2376.699097,X121,14.01399189
1211144,X2384.415649,X121,13.73441996
1211144,X2392.182471,X121,13.43575449
1211144,X2400.000057,X121,13.11243533
1211144,X2407.868906,X121,12.760208
1211144,X2415.789523,X121,12.37707516
1211144,X2423.762422,X121,11.96460912
1211144,X2431.788122,X121,11.52920807
1211144,X2439.867148,X121,11.08263679
1211144,X2448.000034,X121,10.64112443
1211144,X2456.187321,X121,10.22258696
1211144,X2464.429556,X121,9.842851819
1211144,X2472.727295,X121,9.515415468
1211144,X2481.081099,X121,9.240022401
1211144,X2489.491539,X121,9.015278644
1211144,X2497.959193,X121,8.838744711
1211144,X2506.484647,X121,8.708698402
1211144,X2515.068494,X121,8.623558259
1211144,X2523.711336,X121,8.579491237
1211144,X2532.413785,X121,8.568172132
1211144,X2541.176458,X121,8.576592508
1211144,X2549.999982,X121,8.589236219
1211312,X1350.000323,X121,49.35674052
1211312,X1352.48651,X121,48.93181874
1211312,X1354.981872,X121,48.48322977
1211312,X1357.486459,X121,48.00627465
1211312,X1360.000322,X121,47.51640043
1211312,X1362.523513,X121,47.03501234
1211312,X1365.056084,X121,46.56992057
1211312,X1367.598087,X121,46.10046742
1211312,X1370.149576,X121,45.58114482
1211312,X1372.710602,X121,44.96539512
1211312,X1375.28122,X121,44.22179923
1211312,X1377.861485,X121,43.34550772
1211312,X1380.451449,X121,42.35472449
1211312,X1383.051169,X121,41.27436249
1211312,X1385.660698,X121,40.11831162
1211312,X1388.280094,X121,38.88253714
1211312,X1390.909412,X121,37.55423759
1211312,X1393.548708,X121,36.1316037
1211312,X1396.198039,X121,34.63944814
1211312,X1398.857463,X121,33.14884632
1211312,X1401.527038,X121,31.74294009
1211312,X1404.206821,X121,30.48726906
1211312,X1406.896872,X121,29.40996258
1211312,X1409.597249,X121,28.49526052
1211312,X1412.308012,X121,27.69709012
1211312,X1415.029221,X121,26.96539064
1211312,X1417.760937,X121,26.27202157
1211312,X1420.50322,X121,25.62323153
1211312,X1423.256133,X121,25.05280281
1211312,X1426.019736,X121,24.60439747
1211312,X1428.794093,X121,24.29389154
1211312,X1431.579266,X121,24.09247018
1211312,X1434.375318,X121,23.94755697
1211312,X1437.182314,X121,23.80311566
1211312,X1440.000318,X121,23.62572278
1211312,X1442.829394,X121,23.4187493
1211312,X1445.669608,X121,23.21749488
1211312,X1448.521027,X121,23.06894805
1211312,X1451.383716,X121,23.00762966
1211312,X1454.257742,X121,23.039801
1211312,X1457.143173,X121,23.14392378
1211312,X1460.040077,X121,23.28072266
1211312,X1462.948523,X121,23.41866801
1211312,X1465.868579,X121,23.5528948
1211312,X1468.800315,X121,23.70062205
1211312,X1471.743802,X121,23.88807135
1211312,X1474.69911,X121,24.13321159
1211312,X1477.66631,X121,24.43433119
1211312,X1480.645475,X121,24.77042149
1211312,X1483.636678,X121,25.1125563
1211312,X1486.63999,X121,25.43898799
1211312,X1489.655486,X121,25.74523857
1211312,X1492.68324,X121,26.04536068
1211312,X1495.723327,X121,26.35901141
1211312,X1498.775823,X121,26.69717664
1211312,X1501.840803,X121,27.05696611
1211312,X1504.918345,X121,27.4249227
1211312,X1508.008525,X121,27.78662783
1211312,X1511.111422,X121,28.13611742
1211312,X1514.227115,X121,28.47884015
1211312,X1517.355682,X121,28.82631484
1211312,X1520.497205,X121,29.18620745
1211312,X1523.651762,X121,29.55432382
1211312,X1526.819436,X121,29.91334194
1211312,X1530.000309,X121,30.24192268
1211312,X1533.194463,X121,30.53164581
1211312,X1536.401982,X121,30.79223632
1211312,X1539.62295,X121,31.0482071
1211312,X1542.857451,X121,31.3265294
1211312,X1546.105571,X121,31.64209082
1211312,X1549.367396,X121,31.98921076
1211312,X1552.643013,X121,32.34425798
1211312,X1555.93251,X121,32.67837049
1211312,X1559.235975,X121,32.97367242
1211312,X1562.553497,X121,33.23350934
1211312,X1565.885166,X121,33.48332543
1211312,X1569.231074,X121,33.75296769
1211312,X1572.591311,X121,34.05684013
1211312,X1575.965969,X121,34.38686703
1211312,X1579.355142,X121,34.71696382
1211312,X1582.758923,X121,35.01821207
1211312,X1586.177408,X121,35.27628646
1211312,X1589.610691,X121,35.50102549
1211312,X1593.05887,X121,35.72193723
1211312,X1596.52204,X121,35.97141098
1211312,X1600.0003,X121,36.26454923
1211312,X1603.49375,X121,36.58608861
1211312,X1607.002488,X121,36.88768587
1211312,X1610.526615,X121,37.11859967
1211312,X1614.066232,X121,37.24947575
1211312,X1617.621443,X121,37.28725289
1211312,X1621.19235,X121,37.2744462
1211312,X1624.779058,X121,37.27213178
1211312,X1628.381671,X121,37.3346267
1211312,X1632.000296,X121,37.48755957
1211312,X1635.635039,X121,37.71904232
1211312,X1639.286009,X121,37.98698367
1211312,X1642.953314,X121,38.23743326
1211312,X1646.637065,X121,38.41743048
1211312,X1650.337371,X121,38.50352692
1211312,X1654.054346,X121,38.48822329
1211312,X1657.788102,X121,38.37182094
1211312,X1661.538753,X121,38.15430305
1211312,X1665.306413,X121,37.83343481
1211312,X1669.091199,X121,37.40971
1211312,X1672.893228,X121,36.89435405
1211312,X1676.712617,X121,36.31445354
1211312,X1680.549487,X121,35.71122716
1211312,X1684.403957,X121,35.13138478
1211312,X1688.276149,X121,34.61628416
1211312,X1692.166184,X121,34.19297794
1211312,X1696.074188,X121,33.85782102
1211312,X1700.000284,X121,33.59696252
1211312,X1703.944599,X121,33.39413942
1211312,X1707.90726,X121,33.24006331
1211312,X1711.888394,X121,33.13517718
1211312,X1715.888132,X121,33.08465849
1211312,X1719.906604,X121,33.08925553
1211312,X1723.943942,X121,33.13765204
1211312,X1728.000279,X121,33.20525702
1211312,X1732.07575,X121,33.26090094
1211312,X1736.17049,X121,33.27741809
1211312,X1740.284637,X121,33.24458994
1211312,X1744.418328,X121,33.17829053
1211312,X1748.571704,X121,33.1064291
1211312,X1752.744904,X121,33.05927594
1211312,X1756.938072,X121,33.05811609
1211312,X1761.151352,X121,33.10923195
1211312,X1765.384887,X121,33.20517541
1211312,X1769.638825,X121,33.33177952
1211312,X1773.913313,X121,33.47663193
1211312,X1778.208501,X121,33.63458524
1211312,X1782.52454,X121,33.80815988
1211312,X1786.861581,X121,34.00397573
1211312,X1791.219778,X121,34.2256065
1211312,X1795.599287,X121,34.4662034
1211312,X1800.000264,X121,34.71289028
1211312,X1804.422868,X121,34.94914174
1211312,X1808.867257,X121,35.15959257
1211312,X1813.333595,X121,35.33355285
1211312,X1817.822042,X121,35.46606922
1211312,X1822.332765,X121,35.55649695
1211312,X1826.86593,X121,35.60522226
1211312,X1831.421703,X121,35.60926701
1211312,X1836.000256,X121,35.55738746
1211312,X1840.601759,X121,35.42340319
1211312,X1845.226384,X121,35.15786645
1211312,X1849.874308,X121,34.70763502
1211312,X1854.545706,X121,34.007247
1211312,X1859.240757,X121,32.99628803
1211312,X1863.95964,X121,31.63542337
1211312,X1868.702538,X121,29.9210165
1211312,X1873.469635,X121,27.89318326
1211312,X1878.261115,X121,25.6349911
1211312,X1883.077167,X121,23.26383903
1211312,X1887.917981,X121,20.9176545
1211312,X1892.783747,X121,18.73736148
1211312,X1897.674659,X121,16.84709974
1211312,X1902.590913,X121,15.35813528
1211312,X1907.532705,X121,14.27059843
1211312,X1912.500237,X121,13.55135245
1211312,X1917.493708,X121,13.13107004
1211312,X1922.513323,X121,12.92990867
1211312,X1927.559288,X121,12.8803208
1211312,X1932.63181,X121,12.93848806
1211312,X1937.7311,X121,13.08298541
1211312,X1942.857371,X121,13.30496905
1211312,X1948.010837,X121,13.59668548
1211312,X1953.191715,X121,13.94433906
1211312,X1958.400224,X121,14.32808175
1211312,X1963.636586,X121,14.72823188
1211312,X1968.901025,X121,15.13070534
1211312,X1974.193768,X121,15.53353079
1211312,X1979.515043,X121,15.94230704
1211312,X1984.865081,X121,16.36287034
1211312,X1990.244117,X121,16.79446786
1211312,X1995.652387,X121,17.22643713
1211312,X2001.09013,X121,17.63989966
1211312,X2006.557587,X121,18.01348331
1211312,X2012.055002,X121,18.33022497
1211312,X2017.582624,X121,18.58263351
1211312,X2023.1407,X121,18.77402685
1211312,X2028.729484,X121,18.91545943
1211312,X2034.349231,X121,19.02176569
1211312,X2040.000199,X121,19.10809558
1211312,X2045.682649,X121,19.18288548
1211312,X2051.396843,X121,19.25114136
1211312,X2057.143051,X121,19.31689215
1211312,X2062.92154,X121,19.38530888
1211312,X2068.732584,X121,19.4629495
1211312,X2074.576459,X121,19.55576759
1211312,X2080.453444,X121,19.66598072
1211312,X2086.36382,X121,19.78968655
1211312,X2092.307874,X121,19.91692859
1211312,X2098.285894,X121,20.03479622
1211312,X2104.298172,X121,20.13157151
1211312,X2110.345003,X121,20.20517957
1211312,X2116.426686,X121,20.26472663
1211312,X2122.543524,X121,20.32701864
1211312,X2128.695821,X121,20.41140527
1211312,X2134.883888,X121,20.53292727
1211312,X2141.108036,X121,20.69711658
1211312,X2147.368583,X121,20.89859567
1211312,X2153.665849,X121,21.12398389
1211312,X2160.000158,X121,21.35772749
1211312,X2166.371837,X121,21.58819702
1211312,X2172.781218,X121,21.81113938
1211312,X2179.228637,X121,22.02844249
1211312,X2185.714434,X121,22.24189937
1211312,X2192.238952,X121,22.44396197
1211312,X2198.802538,X121,22.61178796
1211312,X2205.405546,X121,22.70737085
1211312,X2212.048331,X121,22.68454358
1211312,X2218.731253,X121,22.50151787
1211312,X2225.454678,X121,22.13452511
1211312,X2232.218975,X121,21.58688001
1211312,X2239.024517,X121,20.88988973
1211312,X2245.871684,X121,20.09599751
1211312,X2252.760858,X121,19.26759753
1211312,X2259.692427,X121,18.46533875
1211312,X2266.666783,X121,17.73924288
1211312,X2273.684324,X121,17.12629763
1211312,X2280.745452,X121,16.62905669
1211312,X2287.850574,X121,16.23737262
1211312,X2295.000104,X121,15.93038854
1211312,X2302.194458,X121,15.68421105
1211312,X2309.43406,X121,15.47816215
1211312,X2316.719338,X121,15.29805378
1211312,X2324.050724,X121,15.1363069
1211312,X2331.42866,X121,14.98984964
1211312,X2338.853588,X121,14.85710883
1211312,X2346.32596,X121,14.7354141
1211312,X2353.846232,X121,14.61965916
1211312,X2361.414866,X121,14.50223164
1211312,X2369.03233,X121,14.37314493
1211312,X2376.699097,X121,14.22374327
1211312,X2384.415649,X121,14.04651189
1211312,X2392.182471,X121,13.835831
1211312,X2400.000057,X121,13.58820367
1211312,X2407.868906,X121,13.302271
1211312,X2415.789523,X121,12.9790446
1211312,X2423.762422,X121,12.62270049
1211312,X2431.788122,X121,12.24186969
1211312,X2439.867148,X121,11.85065968
1211312,X2448.000034,X121,11.46816068
1211312,X2456.187321,X121,11.11543673
1211312,X2464.429556,X121,10.81065943
1211312,X2472.727295,X121,10.56749652
1211312,X2481.081099,X121,10.38090396
1211312,X2489.491539,X121,10.24198849
1211312,X2497.959193,X121,10.13944408
1211312,X2506.484647,X121,10.06422311
1211312,X2515.068494,X121,10.01197921
1211312,X2523.711336,X121,9.982417183
1211312,X2532.413785,X121,9.976227002
1211312,X2541.176458,X121,9.991541553
1211312,X2549.999982,X121,10.02200417
1211339,X1350.000323,X121,31.99617493
1211339,X1352.48651,X121,31.59529094
1211339,X1354.981872,X121,31.16040991
1211339,X1357.486459,X121,30.70054291
1211339,X1360.000322,X121,30.24338158
1211339,X1362.523513,X121,29.81529154
1211339,X1365.056084,X121,29.41948783
1211339,X1367.598087,X121,29.02354377
1211339,X1370.149576,X121,28.56871208
1211339,X1372.710602,X121,28.00134301
1211339,X1375.28122,X121,27.29018423
1211339,X1377.861485,X121,26.43703761
1211339,X1380.451449,X121,25.4713888
1211339,X1383.051169,X121,24.43111389
1211339,X1385.660698,X121,23.34067971
1211339,X1388.280094,X121,22.20145162
1211339,X1390.909412,X121,21.0008873
1211339,X1393.548708,X121,19.7346167
1211339,X1396.198039,X121,18.42681333
1211339,X1398.857463,X121,17.14874792
1211339,X1401.527038,X121,15.98602983
1211339,X1404.206821,X121,15.00681396
1211339,X1406.896872,X121,14.23457413
1211339,X1409.597249,X121,13.63813658
1211339,X1412.308012,X121,13.14828643
1211339,X1415.029221,X121,12.69239063
1211339,X1417.760937,X121,12.22833533
1211339,X1420.50322,X121,11.76099876
1211339,X1423.256133,X121,11.33408762
1211339,X1426.019736,X121,11.00679136
1211339,X1428.794093,X121,10.80982831
1211339,X1431.579266,X121,10.72195051
1211339,X1434.375318,X121,10.69336334
1211339,X1437.182314,X121,10.66979381
1211339,X1440.000318,X121,10.61920281
1211339,X1442.829394,X121,10.54418035
1211339,X1445.669608,X121,10.4754973
1211339,X1448.521027,X121,10.4513413
1211339,X1451.383716,X121,10.49324391
1211339,X1454.257742,X121,10.5920581
1211339,X1457.143173,X121,10.71224173
1211339,X1460.040077,X121,10.81142209
1211339,X1462.948523,X121,10.87372016
1211339,X1465.868579,X121,10.91555261
1211339,X1468.800315,X121,10.97367082
1211339,X1471.743802,X121,11.08341448
1211339,X1474.69911,X121,11.25851482
1211339,X1477.66631,X121,11.4836545
1211339,X1480.645475,X121,11.7236846
1211339,X1483.636678,X121,11.94425775
1211339,X1486.63999,X121,12.13180811
1211339,X1489.655486,X121,12.30182573
1211339,X1492.68324,X121,12.49508008
1211339,X1495.723327,X121,12.74649464
1211339,X1498.775823,X121,13.06770499
1211339,X1501.840803,X121,13.44183593
1211339,X1504.918345,X121,13.83287761
1211339,X1508.008525,X121,14.20455052
1211339,X1511.111422,X121,14.53788817
1211339,X1514.227115,X121,14.83792322
1211339,X1517.355682,X121,15.12657704
1211339,X1520.497205,X121,15.42687496
1211339,X1523.651762,X121,15.74816652
1211339,X1526.819436,X121,16.08097143
1211339,X1530.000309,X121,16.40164086
1211339,X1533.194463,X121,16.69388655
1211339,X1536.401982,X121,16.95897526
1211339,X1539.62295,X121,17.21518608
1211339,X1542.857451,X121,17.4870431
1211339,X1546.105571,X121,17.79016472
1211339,X1549.367396,X121,18.12089241
1211339,X1552.643013,X121,18.45708593
1211339,X1555.93251,X121,18.77002526
1211339,X1559.235975,X121,19.04085946
1211339,X1562.553497,X121,19.27161551
1211339,X1565.885166,X121,19.48696852
1211339,X1569.231074,X121,19.71803124
1211339,X1572.591311,X121,19.98105088
1211339,X1575.965969,X121,20.26984204
1211339,X1579.355142,X121,20.55957828
1211339,X1582.758923,X121,20.82186668
1211339,X1586.177408,X121,21.04260464
1211339,X1589.610691,X121,21.23211057
1211339,X1593.05887,X121,21.42112823
1211339,X1596.52204,X121,21.64435288
1211339,X1600.0003,X121,21.91983159
1211339,X1603.49375,X121,22.23539807
1211339,X1607.002488,X121,22.54289984
1211339,X1610.526615,X121,22.78870117
1211339,X1614.066232,X121,22.9386106
1211339,X1617.621443,X121,22.99427197
1211339,X1621.19235,X121,22.99447734
1211339,X1624.779058,X121,22.9997462
1211339,X1628.381671,X121,23.06731611
1211339,X1632.000296,X121,23.22816674
1211339,X1635.635039,X121,23.4761691
1211339,X1639.286009,X121,23.77333767
1211339,X1642.953314,X121,24.06713846
1211339,X1646.637065,X121,24.30531911
1211339,X1650.337371,X121,24.46400872
1211339,X1654.054346,X121,24.53992898
1211339,X1657.788102,X121,24.54163988
1211339,X1661.538753,X121,24.47894749
1211339,X1665.306413,X121,24.35620498
1211339,X1669.091199,X121,24.17219883
1211339,X1672.893228,X121,23.92556416
1211339,X1676.712617,X121,23.6215758
1211339,X1680.549487,X121,23.27599315
1211339,X1684.403957,X121,22.91379436
1211339,X1688.276149,X121,22.56404015
1211339,X1692.166184,X121,22.25442458
1211339,X1696.074188,X121,21.99872473
1211339,X1700.000284,X121,21.80117887
1211339,X1703.944599,X121,21.65883448
1211339,X1707.90726,X121,21.56514738
1211339,X1711.888394,X121,21.51209615
1211339,X1715.888132,X121,21.49014717
1211339,X1719.906604,X121,21.48715075
1211339,X1723.943942,X121,21.48811295
1211339,X1728.000279,X121,21.4771098
1211339,X1732.07575,X121,21.44102256
1211339,X1736.17049,X121,21.37258256
1211339,X1740.284637,X121,21.27356707
1211339,X1744.418328,X121,21.15534958
1211339,X1748.571704,X121,21.03024488
1211339,X1752.744904,X121,20.90949395
1211339,X1756.938072,X121,20.80138268
1211339,X1761.151352,X121,20.71155918
1211339,X1765.384887,X121,20.64467357
1211339,X1769.638825,X121,20.60582907
1211339,X1773.913313,X121,20.60072167
1211339,X1778.208501,X121,20.63412999
1211339,X1782.52454,X121,20.70781849
1211339,X1786.861581,X121,20.81976373
1211339,X1791.219778,X121,20.96241952
1211339,X1795.599287,X121,21.12307464
1211339,X1800.000264,X121,21.29023901
1211339,X1804.422868,X121,21.45279825
1211339,X1808.867257,X121,21.59998351
1211339,X1813.333595,X121,21.72102123
1211339,X1817.822042,X121,21.80563979
1211339,X1822.332765,X121,21.84572746
1211339,X1826.86593,X121,21.83696727
1211339,X1831.421703,X121,21.77824692
1211339,X1836.000256,X121,21.66712632
1211339,X1840.601759,X121,21.49022243
1211339,X1845.226384,X121,21.21041595
1211339,X1849.874308,X121,20.77871271
1211339,X1854.545706,X121,20.13121448
1211339,X1859.240757,X121,19.21104782
1211339,X1863.95964,X121,17.99030257
1211339,X1868.702538,X121,16.48704456
1211339,X1873.469635,X121,14.76981132
1211339,X1878.261115,X121,12.94773193
1211339,X1883.077167,X121,11.15050127
1211339,X1887.917981,X121,9.504755848
1211339,X1892.783747,X121,8.111895928
1211339,X1897.674659,X121,7.031601381
1211339,X1902.590913,X121,6.290401625
1211339,X1907.532705,X121,5.819554746
1211339,X1912.500237,X121,5.547565904
1211339,X1917.493708,X121,5.401561041
1211339,X1922.513323,X121,5.32630908
1211339,X1927.559288,X121,5.29183976
1211339,X1932.63181,X121,5.289523481
1211339,X1937.7311,X121,5.321838355
1211339,X1942.857371,X121,5.39215173
1211339,X1948.010837,X121,5.498967498
1211339,X1953.191715,X121,5.635840352
1211339,X1958.400224,X121,5.794960769
1211339,X1963.636586,X121,5.971905643
1211339,X1968.901025,X121,6.164425474
1211339,X1974.193768,X121,6.371994537
1211339,X1979.515043,X121,6.592895545
1211339,X1984.865081,X121,6.82256591
1211339,X1990.244117,X121,7.054900095
1211339,X1995.652387,X121,7.285143967
1211339,X2001.09013,X121,7.512323775
1211339,X2006.557587,X121,7.739419857
1211339,X2012.055002,X121,7.970883014
1211339,X2017.582624,X121,8.208818423
1211339,X2023.1407,X121,8.450110184
1211339,X2028.729484,X121,8.686172581
1211339,X2034.349231,X121,8.905549403
1211339,X2040.000199,X121,9.101953265
1211339,X2045.682649,X121,9.27621557
1211339,X2051.396843,X121,9.436185813
1211339,X2057.143051,X121,9.593138773
1211339,X2062.92154,X121,9.756707464
1211339,X2068.732584,X121,9.930861023
1211339,X2074.576459,X121,10.11277275
1211339,X2080.453444,X121,10.29496793
1211339,X2086.36382,X121,10.46943729
1211339,X2092.307874,X121,10.63147269
1211339,X2098.285894,X121,10.78134802
1211339,X2104.298172,X121,10.92335864
1211339,X2110.345003,X121,11.06368416
1211339,X2116.426686,X121,11.20667627
1211339,X2122.543524,X121,11.35451339
1211339,X2128.695821,X121,11.50817317
1211339,X2134.883888,X121,11.66869463
1211339,X2141.108036,X121,11.83760175
1211339,X2147.368583,X121,12.01597674
1211339,X2153.665849,X121,12.20277774
1211339,X2160.000158,X121,12.39362472
1211339,X2166.371837,X121,12.58112823
1211339,X2172.781218,X121,12.75691701
1211339,X2179.228637,X121,12.9142129
1211339,X2185.714434,X121,13.04782739
1211339,X2192.238952,X121,13.15723294
1211339,X2198.802538,X121,13.23895584
1211339,X2205.405546,X121,13.28394597
1211339,X2212.048331,X121,13.27651969
1211339,X2218.731253,X121,13.19727238
1211339,X2225.454678,X121,13.02960407
1211339,X2232.218975,X121,12.76714714
1211339,X2239.024517,X121,12.41868402
1211339,X2245.871684,X121,12.00819733
1211339,X2252.760858,X121,11.56991744
1211339,X2259.692427,X121,11.14014383
1211339,X2266.666783,X121,10.74893292
1211339,X2273.684324,X121,10.4153782
1211339,X2280.745452,X121,10.13570783
1211339,X2287.850574,X121,9.89724769
1211339,X2295.000104,X121,9.682956223
1211339,X2302.194458,X121,9.478241902
1211339,X2309.43406,X121,9.275148591
1211339,X2316.719338,X121,9.072903503
1211339,X2324.050724,X121,8.875527104
1211339,X2331.42866,X121,8.688203385
1211339,X2338.853588,X121,8.514186728
1211339,X2346.32596,X121,8.353410714
1211339,X2353.846232,X121,8.202921793
1211339,X2361.414866,X121,8.058373811
1211339,X2369.03233,X121,7.915270095
1211339,X2376.699097,X121,7.769653335
1211339,X2384.415649,X121,7.618190585
1211339,X2392.182471,X121,7.45739587
1211339,X2400.000057,X121,7.283645192
1211339,X2407.868906,X121,7.093878215
1211339,X2415.789523,X121,6.886745696
1211339,X2423.762422,X121,6.663698945
1211339,X2431.788122,X121,6.42954502
1211339,X2439.867148,X121,6.192186327
1211339,X2448.000034,X121,5.961456446
1211339,X2456.187321,X121,5.747183394
1211339,X2464.429556,X121,5.557133887
1211339,X2472.727295,X121,5.397166301
1211339,X2481.081099,X121,5.265155645
1211339,X2489.491539,X121,5.158568295
1211339,X2497.959193,X121,5.074378046
1211339,X2506.484647,X121,5.010158809
1211339,X2515.068494,X121,4.96406827
1211339,X2523.711336,X121,4.93404158
1211339,X2532.413785,X121,4.916968083
1211339,X2541.176458,X121,4.908500404
1211339,X2549.999982,X121,4.903547022
121138,X1350.000323,X121,53.16438396
121138,X1352.48651,X121,52.7968371
121138,X1354.981872,X121,52.35402492
121138,X1357.486459,X121,51.78017915
121138,X1360.000322,X121,51.09903094
121138,X1362.523513,X121,50.39626388
121138,X1365.056084,X121,49.7639436
121138,X1367.598087,X121,49.2407939
121138,X1370.149576,X121,48.76000677
121138,X1372.710602,X121,48.18511168
121138,X1375.28122,X121,47.3720832
121138,X1377.861485,X121,46.22642794
121138,X1380.451449,X121,44.73701119
121138,X1383.051169,X121,42.9681353
121138,X1385.660698,X121,41.0184191
121138,X1388.280094,X121,38.97496438
121138,X1390.909412,X121,36.88905344
121138,X1393.548708,X121,34.78288047
121138,X1396.198039,X121,32.6765249
121138,X1398.857463,X121,30.62468204
121138,X1401.527038,X121,28.71004144
121138,X1404.206821,X121,27.01781701
121138,X1406.896872,X121,25.60278829
121138,X1409.597249,X121,24.46706286
121138,X1412.308012,X121,23.56166227
121138,X1415.029221,X121,22.80954409
121138,X1417.760937,X121,22.13859901
121138,X1420.50322,X121,21.5091971
121138,X1423.256133,X121,20.92335018
121138,X1426.019736,X121,20.41559232
121138,X1428.794093,X121,20.02060813
121138,X1431.579266,X121,19.74269102
121138,X1434.375318,X121,19.55995103
121138,X1437.182314,X121,19.43432165
121138,X1440.000318,X121,19.33077477
121138,X1442.829394,X121,19.23238766
121138,X1445.669608,X121,19.14356531
121138,X1448.521027,X121,19.08080053
121138,X1451.383716,X121,19.0580188
121138,X1454.257742,X121,19.07642405
121138,X1457.143173,X121,19.12560615
121138,X1460.040077,X121,19.1932748
121138,X1462.948523,X121,19.27896199
121138,X1465.868579,X121,19.39923854
121138,X1468.800315,X121,19.57798323
121138,X1471.743802,X121,19.83229788
121138,X1474.69911,X121,20.16070053
121138,X1477.66631,X121,20.54082816
121138,X1480.645475,X121,20.93867318
121138,X1483.636678,X121,21.32489206
121138,X1486.63999,X121,21.6891332
121138,X1489.655486,X121,22.04423013
121138,X1492.68324,X121,22.4213539
121138,X1495.723327,X121,22.84242149
121138,X1498.775823,X121,23.31091796
121138,X1501.840803,X121,23.80983091
121138,X1504.918345,X121,24.3114802
121138,X1508.008525,X121,24.79303267
121138,X1511.111422,X121,25.2486035
121138,X1514.227115,X121,25.69090452
121138,X1517.355682,X121,26.14176524
121138,X1520.497205,X121,26.61743615
121138,X1523.651762,X121,27.11753873
121138,X1526.819436,X121,27.62407637
121138,X1530.000309,X121,28.10969475
121138,X1533.194463,X121,28.55980434
121138,X1536.401982,X121,28.97946209
121138,X1539.62295,X121,29.38967594
121138,X1542.857451,X121,29.81465032
121138,X1546.105571,X121,30.26720254
121138,X1549.367396,X121,30.74092795
121138,X1552.643013,X121,31.21373668
121138,X1555.93251,X121,31.66084734
121138,X1559.235975,X121,32.06981791
121138,X1562.553497,X121,32.44857268
121138,X1565.885166,X121,32.82336714
121138,X1569.231074,X121,33.21889687
121138,X1572.591311,X121,33.64249791
121138,X1575.965969,X121,34.08049267
121138,X1579.355142,X121,34.50610402
121138,X1582.758923,X121,34.89576297
121138,X1586.177408,X121,35.24449104
121138,X1589.610691,X121,35.57102975
121138,X1593.05887,X121,35.90897964
121138,X1596.52204,X121,36.28834571
121138,X1600.0003,X121,36.71750657
121138,X1603.49375,X121,37.17542148
121138,X1607.002488,X121,37.61440046
121138,X1610.526615,X121,37.99227377
121138,X1614.066232,X121,38.2913698
121138,X1617.621443,X121,38.52586749
121138,X1621.19235,X121,38.73429095
121138,X1624.779058,X121,38.96035408
121138,X1628.381671,X121,39.23227614
121138,X1632.000296,X121,39.55046948
121138,X1635.635039,X121,39.88903864
121138,X1639.286009,X121,40.20926207
121138,X1642.953314,X121,40.47721223
121138,X1646.637065,X121,40.67183825
121138,X1650.337371,X121,40.80176711
121138,X1654.054346,X121,40.88109226
121138,X1657.788102,X121,40.92146891
121138,X1661.538753,X121,40.92601243
121138,X1665.306413,X121,40.89074356
121138,X1669.091199,X121,40.81127037
121138,X1672.893228,X121,40.68946119
121138,X1676.712617,X121,40.53517139
121138,X1680.549487,X121,40.36183468
121138,X1684.403957,X121,40.1792533
121138,X1688.276149,X121,39.98833249
121138,X1692.166184,X121,39.78124419
121138,X1696.074188,X121,39.55287022
121138,X1700.000284,X121,39.30700727
121138,X1703.944599,X121,39.05995851
121138,X1707.90726,X121,38.83580608
121138,X1711.888394,X121,38.65618702
121138,X1715.888132,X121,38.52987062
121138,X1719.906604,X121,38.44769051
121138,X1723.943942,X121,38.38545213
121138,X1728.000279,X121,38.31356856
121138,X1732.07575,X121,38.20846972
121138,X1736.17049,X121,38.05914648
121138,X1740.284637,X121,37.86935104
121138,X1744.418328,X121,37.65333809
121138,X1748.571704,X121,37.42169337
121138,X1752.744904,X121,37.18057079
121138,X1756.938072,X121,36.9342412
121138,X1761.151352,X121,36.69069412
121138,X1765.384887,X121,36.46578366
121138,X1769.638825,X121,36.28235084
121138,X1773.913313,X121,36.16400232
121138,X1778.208501,X121,36.12645525
121138,X1782.52454,X121,36.17110183
121138,X1786.861581,X121,36.28531863
121138,X1791.219778,X121,36.44475579
121138,X1795.599287,X121,36.62329099
121138,X1800.000264,X121,36.80614671
121138,X1804.422868,X121,36.98696938
121138,X1808.867257,X121,37.16249028
121138,X1813.333595,X121,37.32545668
121138,X1817.822042,X121,37.46058487
121138,X1822.332765,X121,37.5461139
121138,X1826.86593,X121,37.55949671
121138,X1831.421703,X121,37.48220199
121138,X1836.000256,X121,37.29808265
121138,X1840.601759,X121,36.98021716
121138,X1845.226384,X121,36.4693567
121138,X1849.874308,X121,35.69121179
121138,X1854.545706,X121,34.54289896
121138,X1859.240757,X121,32.92825297
121138,X1863.95964,X121,30.79530482
